Vertices,0.4,0.6,0.8,1,0.2
20,0.0704,0.0757,0.1195,0.1284,0.1644
38,0.2313,0.28,0.2418,0.3147,0.1487
56,0.5216,0.5364,0.6749,0.8248,0.2012
74,0.8631,1.1053,1.6273,2.0724,0.4428
92,2.0323,2.2278,2.4101,2.926,0.9334
110,2.3119,3.2062,3.9831,5.0976,1.195
128,4.0115,4.8388,6.2254,7.393,1.7328
146,4.8851,7.0427,8.9728,11.8208,2.7469
164,6.9909,9.5146,12.8939,15.8978,3.5639
182,9.757,14.3854,18.4653,21.1592,5.415
